# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface
🌊港澳,#genre#


📺VPN直播频道,#genre#






HBO HITS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/dfb3fea14a053f293dedff6045f1dd4d/master.m3u8
HBO,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/509e5f41146e278f9eab1ddaceb34515/master.m3u8
HBO Signature,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a42674dcc0ef7cae6e9c4916951aa1d3/master.m3u8
三立综合,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/dc5d48ba342c41c4063a48d730fa102c/master.m3u8
三立戏剧,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a674b491a681df34ac9a6f41c68502db/master.m3u8
三立都会,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/91d26119dcb5aa1fc3c0b209e31ac776/master.m3u8
三立新闻,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a70c21cc5c2e3448fb8a94dcdae2b202/master.m3u8
三立台湾,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/388bdc6980806a132b7fc0bed6fa0b11/master.m3u8
寰宇新闻台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/9591ca3aabb1d296635a42c40e9f2d56/master.m3u8
寰宇台湾,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e99bfe74501cde7bf46093f05c9c8aff/master.m3u8
美亚电影,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/93c119d489c484b7282d0cab91aef5f3/master.m3u8
壹新闻,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b603e6fd37bce585b137c94ee73f88ac/master.m3u8
年代MUCH,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/bc8eae8273ead0ef2afd1eaff4caf341/master.m3u8
年代新闻,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d0d702900f230e6408b265be106cf48e/master.m3u8
动物星球,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/fbf394f73053ccadb3380822eed14ff7/master.m3u8
非凡商业,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/8bb0e729b98e41cd23acbaea392eae1e/master.m3u8
非凡新闻,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/edc06c9faf4129ddc404e083570eed01/master.m3u8
好消息二台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/acb8c750b7c7491939e181f4ca40c837/master.m3u8
Mezzo Live HD,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d4232ea89637d264d44c51ea37de1fac/master.m3u8
CLASSICA 古典乐,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/85909c62eb4240e68fe518bc58438e17/master.m3u8
智林体育台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/c1d4b7c333eb83f3e42d91109acfc574/master.m3u8
影迷数位电影台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a14cec6d4dc3783c2e2635a513bb40fb/master.m3u8
amc电影台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/83222c985af551d3f451de356d6c97da/master.m3u8
视纳华仁纪实,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/32264e205368af237201f8573bb8eff3/master.m3u8
达文西频道,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/6f61e9e9f865978fa3662bef6f81f9be/master.m3u8
采昌影剧台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/72c343140d9a0ab5b0550feb9fdde788/master.m3u8
生命电视台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/2fa11240d55a65381c00177512106cf2/master.m3u8
好消息一台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/1d84e9715f05cb3ec3e201f3ca742f70/master.m3u8
大爱二台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/1661d78310277ef180a85f5c921ce9f2/master.m3u8
大爱一台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b1d083777315a42a870f26af440e6c32/master.m3u8
MOMO亲子台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/7019541d5b59479c93578d71d19c241c/master.m3u8
CATCHPLAY,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/c78a19dcc0c8cee112d31e49a2f4ea4f/master.m3u8
好莱坞电影,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/5b21536759ef8ccdc013159736dd2442/master.m3u8
JET综合,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/987195d30fe63a6a21d1cde2cbbf6884/master.m3u8
霹雳台湾,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/755c439733ff9fae710503c8367aba1e/master.m3u8
美食星球,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d8addab13f0194673777b66628b99461/master.m3u8
龙翔电影台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/9f40a9a68cb9191a8b652da83bb9507a/master.m3u8

📺日本 Japan_,#genre#
NHK-G综合,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/87dfda30e6e1b12d7e453ba6956971ca/master.m3u8
NHK-E教育,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/eaaa640ded1446dbe413507330cfb6c2/master.m3u8
Asahi朝日,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/20283cc7dfcea48905a140b8d117212b/master.m3u8
富士电视台FuJi,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/cfa14a5a0413a21128bd9f427a1d81a3/master.m3u8
TokyoMx,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/6c0bf18c8c68995e950c6147f5873716/master.m3u8
TBS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/c370dca571a8e9eeb48104236808fe8d/master.m3u8
日本テレビNTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e4a956481ca447ad8ceaf35bc78cd317/master.m3u8
TokyoTv,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/ced45332c0985d1018b50ca0a0e6851d/master.m3u8
ABCTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/ee95f1127bb981c8de8d6bacc5d17b74/master.m3u8
MBS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a86bc043b40aacc2c2d6436af2d3281d/master.m3u8
东京テレビ,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/7a4106df790ca417a05b7f2021395add/master.m3u8
テレ朝チャンネル１,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/6b46b5368d8e71433b9f97284418d027/master.m3u8
テレ朝チャンネル2,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/55b240a743098ff659aaaea484e15ab7/master.m3u8
フジテレビONE,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/cc7e1913d205a25a856cd189756c6dad/master.m3u8
フジテレビTWO,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/3828455958db10e1ff6a28bf858659ea/master.m3u8
フジテレビNEXT,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/1ce06c8350fe68abdd525b56cd4c3655/master.m3u8
JSPORTS1,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b5fae0a7cfa3ca10e30d00d48f9527e9/master.m3u8
JSPORTS2,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/837f6b64b2434b55c65ac3b3ca31b175/master.m3u8
JSPORTS3,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/7990224232821f2ec68ef94f6d0671a4/master.m3u8
JSPORTS4,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/f0f10dba9ec2f1dfe349d0f73176a42b/master.m3u8
WOWOWCinema,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/4db2552d76f24ab114a7258bbbaae9f6/master.m3u8
WOWOWPrime,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/af86f9a982bba4380946c7c3d698a04e/master.m3u8
WOWOWLive,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/94ee1982d75439dbc5191a12302190fb/master.m3u8
读壳YTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/05c0b81b620255ff1300a0e5a0250296/master.m3u8
大阪TV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/73320ab07bfcf490cb7c33ee9d8e922f/master.m3u8
关西电视台,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/cabd4a849dd1f2385fee7ad06439740b/master.m3u8
BS朝日,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/689d741660be9cb15f507107eed83349/master.m3u8
BSTBS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/bfd050ea3f314d97921564ab9ae1e91a/master.m3u8
BS FuJi,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a35db62c9672d90b8d1209daf14420fc/master.m3u8
BS东京,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/bda3c5a82147465168b48b7cd0ab0a9f/master.m3u8
BSEleven,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/66ca5eab18c4b4229caf3737ba631f0f/master.m3u8
BSJapanMovie,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/ab340405d924b25c532af044876e85b6/master.m3u8
BS钓りビジョン,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/1984cdd4cb37607ca3d85cfc5a8694e4/master.m3u8
BS12,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/186ccc8d7eb628a448a68d5d348fb54a/master.m3u8
Mondo TV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d851b112b2fd150078c3430c58a40427/master.m3u8
NHK BSプレミアム4K,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b57212ea6e31c279d203e1b3556e47e8/master.m3u8
FIGHTING TV サムライ,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d0c122bb53e516784dc1abdcb4e6df00/master.m3u8
时代剧専门チャンネル,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/6a7368c38ff2ea8a3c869218ef8f4598/master.m3u8
discovery,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/54818b05d116eadc7f67517a3a6e4b33/master.m3u8
National Geographic,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e08dd4627a3cf468a30d8a357956d6f8/master.m3u8
TBS news,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e46db4104b06a308f5c0dfa533244e2d/master.m3u8
ムービープラス Movie Plus,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/dc329994e5b464f2bbd89e0de0d17acd/master.m3u8
ファミリー剧场,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/dcc06ecac774ca7cd59150e2529021d5/master.m3u8
Animax,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/becc555bf1dcd0b2e3e67e5df239b5cc/master.m3u8
卫星剧场,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/063e56dfb118fdd7ad2f026368002715/master.m3u8
Disney junior,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/6b88c02e503b5025545c4b89b13d183d/master.m3u8
animal planet,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/90f43fd61a55f06c9b190b84a1e8c80a/master.m3u8
チャンネル银河,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/f2df95ca65556a04e98a85f9bb43559d/master.m3u8
日テレプラス Nittere,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/706e4c9fa83c2227d24b8861398f616f/master.m3u8
ゴルフネットHD,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/46fc2de37567ad1badd5a7109d16b9ce/master.m3u8
スター・チャンネル Star 1,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/5abd5e979a248aba06b8980f98fe7761/master.m3u8
グリーンチャンネル Green,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/7065ac956f4778829f0959cbbec373fe/master.m3u8
Space Shower TV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/ec8fa4504c84dfdb1b36bf2de99f1ff9/master.m3u8
ATX,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/35e60d78c674c52c3c6d2258135855e3/master.m3u8
MusicJapan TV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e88d879ed575b935c1fd5ff0f749011f/master.m3u8
SuperDramaTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/a40b45f02dd306a9536727af7d277ef4/master.m3u8
MusicJapanTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/58aecbf97ca138ee95adfa80c761721e/master.m3u8
Green,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d382816a3cbeed082c9e216e7392eed1/master.m3u8
NHKBSPremium,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/71f11b030f4c27194b8ddde0ca237ff8/master.m3u8
CartoonNetwork,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/04f7444ae2a04f9c492f5cfcfb885fdc/master.m3u8
MTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b49882eae96bb41a7fa1feb6aa7acc18/master.m3u8
HomeDrama,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/5bab448d4fe8eff880dc6467be3d9356/master.m3u8
SKYA,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/ebe203fa96404012d7bf1da738d23b33/master.m3u8
歌谣大战,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/00f091b4a3c22deb051829c330c53404/master.m3u8
旅チャンネル,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e329285ab2821aa4cdaee46f81431981/master.m3u8

📺韩国 Kor_,#genre#
KBS1,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b7fd96becb7c0bc6ed4e04709deb355c/master.m3u8
KBS2,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b512cdc12ef788576a02ce6131d0b89f/master.m3u8
MBC,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e40558450360f747f2ce0d9f9c74bf24/master.m3u8
SBS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/9ae608865860a452268b578c7c1e70d2/master.m3u8
JTBC,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/89b5b3a547cae50e47d263500691e8db/master.m3u8
MBN,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/d572511368f174c8b90d7bf32cff65c0/master.m3u8
YTN,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/1bc192a6576af23c779adcd869505eee/master.m3u8
Mnet,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/5ea8ac6d52684285a2476ecd97ed4466/master.m3u8
Inet,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/4dfdcc945ee2f545cd9b7727b56d0211/master.m3u8
FTV,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/1b517de98c4c11b641b98e271cbed5f0/master.m3u8
Channel A,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/8a59cd4ca676f52795a1c58ac280d810/master.m3u8
KBSN SPORTS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/eb78c120a878a6fde848ce1e0979c6e7/master.m3u8
MBC SPORTS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/5cb016341042c5d59bd8bb518f8e6e8b/master.m3u8
SBS SPORTS,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/e457250235347397ae1dba56b8acd633/master.m3u8
SbS Plus,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/35d41c778b8b042a806dea97d600757f/master.m3u8
SBSGolf,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/94fdfa526e9cc9c3dd7af38f5a94a468/master.m3u8
KBS Drama,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/aa9e32891eb3ed7e856363f018db576c/master.m3u8
KBSN Joy,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/c546641ac9c77907b2c9f256448f626e/master.m3u8
KBSN Kids,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b27e1ec3b4da695f7b0695e1d00b555d/master.m3u8
